n,Site_ID,Unit,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
9,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.4,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4321724309364, -30.8889147140344)"
10,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.4,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4329495050287, -30.8889147140344)"
11,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,775,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4337265791211, -30.8889147140344)"
12,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4345036532134, -30.8889147140344)"
13,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,775,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4352807273058, -30.8889147140344)"
14,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.4,0.4,775,15.4,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.431395356844, -30.888137639942)"
15,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,775,15.4,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4321724309364, -30.888137639942)"
16,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.48,0.48,775,15.4,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4329495050287, -30.888137639942)"
17,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.47,0.47,775,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4337265791211, -30.888137639942)"
18,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.42,0.42,775,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4345036532134, -30.888137639942)"
19,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.4,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4321724309364, -30.8873605658497)"
20,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.47,0.47,775,15.4,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4329495050287, -30.8873605658497)"
21,TSTABTL012,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.47,0.47,775,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4337265791211, -30.8873605658497)"
1,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4300201284683, -30.9030425015753)"
2,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.48,0.48,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4307972547244, -30.9030425015753)"
3,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4315743809806, -30.9030425015753)"
4,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4292430022121, -30.9022653753192)"
5,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4300201284683, -30.9022653753192)"
6,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4307972547244, -30.9022653753192)"
7,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.42,0.42,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4315743809806, -30.9022653753192)"
8,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4323515072367, -30.9022653753192)"
9,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.5,0.5,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4292430022121, -30.901488249063)"
10,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4300201284683, -30.901488249063)"
11,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4307972547244, -30.901488249063)"
12,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4315743809806, -30.901488249063)"
13,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4323515072368, -30.901488249063)"
14,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.48,0.48,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4292430022121, -30.9007111228068)"
15,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.49,0.49,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4300201284683, -30.9007111228068)"
16,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.51,0.51,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4307972547244, -30.9007111228068)"
17,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4315743809806, -30.9007111228068)"
18,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.49,0.49,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4323515072367, -30.9007111228068)"
1,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.4,0.4,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9210024010573)"
2,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.4,0.4,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9210024010573)"
3,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3976512585073, -30.9202251941788)"
4,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9202251941788)"
5,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9202251941788)"
6,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3999828791428, -30.9202251941788)"
7,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3968740516288, -30.9194479873003)"
8,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3976512585073, -30.9194479873003)"
9,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9194479873003)"
10,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.45,0.45,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9194479873003)"
11,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3999828791428, -30.9194479873003)"
12,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.4007600860212, -30.9194479873003)"
13,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3976512585073, -30.9186707804219)"
14,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9186707804219)"
15,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9186707804219)"
16,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3999828791428, -30.9186707804219)"
17,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.4,0.4,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.4007600860212, -30.9186707804219)"
18,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.45,0.45,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3976512585073, -30.9178935735434)"
19,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.41,0.41,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9178935735434)"
20,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.48,0.48,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9178935735434)"
21,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3999828791428, -30.9178935735434)"
1,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,776,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3996967105578, -30.9138651411346)"
2,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4004738901779, -30.9138651411346)"
3,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.42,0.42,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.401251069798, -30.9138651411346)"
4,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4020282494181, -30.9138651411346)"
5,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,776,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3989195309377, -30.9130879615145)"
6,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,776,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3996967105578, -30.9130879615145)"
7,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4004738901779, -30.9130879615145)"
8,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.48,0.48,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.401251069798, -30.9130879615145)"
9,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4020282494181, -30.9130879615145)"
10,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,776,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3989195309377, -30.9123107818944)"
11,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,776,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3996967105578, -30.9123107818944)"
12,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4004738901779, -30.9123107818944)"
13,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.41,0.41,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.401251069798, -30.9123107818944)"
14,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4020282494181, -30.9123107818944)"
15,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.42,0.42,776,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3996967105578, -30.9115336022743)"
16,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4004738901779, -30.9115336022743)"
17,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.4,0.4,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.401251069798, -30.9115336022743)"
18,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4020282494181, -30.9115336022743)"
1,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.47,0.47,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6381671028173, -31.1080318202666)"
2,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.5,0.5,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6389449718842, -31.1080318202666)"
3,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.49,0.49,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6397228409511, -31.1080318202666)"
4,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.51,0.51,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.640500710018, -31.1080318202666)"
5,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.49,0.49,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6381671028173, -31.1072539511997)"
6,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.5,0.5,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6389449718842, -31.1072539511997)"
7,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.5,0.5,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6397228409511, -31.1072539511997)"
8,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.51,0.51,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.640500710018, -31.1072539511997)"
9,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.5,0.5,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6412785790849, -31.1072539511997)"
10,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.5,0.5,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6373892337504, -31.1064760821328)"
11,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.48,0.48,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6381671028173, -31.1064760821328)"
12,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.51,0.51,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6389449718842, -31.1064760821328)"
13,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.5,0.5,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6397228409511, -31.1064760821328)"
14,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.52,0.52,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.640500710018, -31.1064760821328)"
15,TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.016071428877434568,0,0.48,0.48,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6412785790849, -31.1064760821328)"
